Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENSRNOP00000010084	ENSRNOT00000010084	ENSRNOG00000007668	Mafa
ENSRNOP00000010086	ENSRNOT00000010086	ENSRNOG00000007664	Tnfrsf13c
ENSRNOP00000010087	ENSRNOT00000010087	ENSRNOG00000006991	Adrm1
ENSRNOP00000010089	ENSRNOT00000010090	ENSRNOG00000007630	Rsl24d1
ENSRNOP00000010092	ENSRNOT00000010092	ENSRNOG00000007539	Rsad2
ENSRNOP00000010098	ENSRNOT00000010098	ENSRNOG00000048726	
ENSRNOP00000010100	ENSRNOT00000010100	ENSRNOG00000007639	C8b
ENSRNOP00000010101	ENSRNOT00000010101	ENSRNOG00000007089	Lgmn
ENSRNOP00000010103	ENSRNOT00000010103	ENSRNOG00000007246	Atxn7
ENSRNOP00000010106	ENSRNOT00000010106	ENSRNOG00000007601	Inhbe
ENSRNOP00000010111	ENSRNOT00000010111	ENSRNOG00000007405	Krba1
ENSRNOP00000010112	ENSRNOT00000010112	ENSRNOG00000007551	Inadl
ENSRNOP00000010113	ENSRNOT00000010113	ENSRNOG00000007645	Kcnj9
ENSRNOP00000010115	ENSRNOT00000010115	ENSRNOG00000007532	RGD1305178
ENSRNOP00000010117	ENSRNOT00000010117	ENSRNOG00000007407	Ndufa12
ENSRNOP00000010118	ENSRNOT00000010118	ENSRNOG00000026319	Akap9
ENSRNOP00000010120	ENSRNOT00000010120	ENSRNOG00000007684	Zc3h3
ENSRNOP00000010121	ENSRNOT00000010121	ENSRNOG00000007652	Il13
ENSRNOP00000010126	ENSRNOT00000010126	ENSRNOG00000007683	Prdm13
ENSRNOP00000010127	ENSRNOT00000010127	ENSRNOG00000007613	C1qtnf5
ENSRNOP00000010134	ENSRNOT00000010134	ENSRNOG00000007720	Rnf26
ENSRNOP00000010135	ENSRNOT00000010135	ENSRNOG00000007688	Sms
ENSRNOP00000010141	ENSRNOT00000010141	ENSRNOG00000007454	Aloxe3
ENSRNOP00000010142	ENSRNOT00000010142	ENSRNOG00000007478	Cry2
ENSRNOP00000010144	ENSRNOT00000010144	ENSRNOG00000007725	Mis12
ENSRNOP00000010146	ENSRNOT00000010146	ENSRNOG00000007705	Kcnj10
ENSRNOP00000010148	ENSRNOT00000010148	ENSRNOG00000050078	Cd34
ENSRNOP00000010149	ENSRNOT00000010149	ENSRNOG00000007567	Rem1
ENSRNOP00000010151	ENSRNOT00000010151	ENSRNOG00000007544	Il23r
ENSRNOP00000010156	ENSRNOT00000010156	ENSRNOG00000007740	Tacstd2
ENSRNOP00000010157	ENSRNOT00000010158	ENSRNOG00000007717	Slc15a5
ENSRNOP00000010158	ENSRNOT00000010157	ENSRNOG00000007583	Pygb
ENSRNOP00000010163	ENSRNOT00000010163	ENSRNOG00000007267	Mnat1
ENSRNOP00000010168	ENSRNOT00000010168	ENSRNOG00000007722	Fam57a
ENSRNOP00000010169	ENSRNOT00000010169	ENSRNOG00000007622	Arrdc1
ENSRNOP00000010171	ENSRNOT00000010171	ENSRNOG00000007607	Nr4a1
ENSRNOP00000010172	ENSRNOT00000010172	ENSRNOG00000007603	Gabrr1
ENSRNOP00000010173	ENSRNOT00000010173	ENSRNOG00000007299	Caap1
ENSRNOP00000010179	ENSRNOT00000010178	ENSRNOG00000007632	Mss51
ENSRNOP00000010180	ENSRNOT00000010180	ENSRNOG00000007650	Cd63
ENSRNOP00000010183	ENSRNOT00000010183	ENSRNOG00000007574	Padi2
ENSRNOP00000010185	ENSRNOT00000010185	ENSRNOG00000006818	Arl6ip5
ENSRNOP00000010187	ENSRNOT00000010187	ENSRNOG00000007751	Gemin4
ENSRNOP00000010188	ENSRNOT00000010188	ENSRNOG00000007754	Insm2
ENSRNOP00000010195	ENSRNOT00000010194	ENSRNOG00000007756	ATG101
ENSRNOP00000010197	ENSRNOT00000010197	ENSRNOG00000007648	Rab11b
ENSRNOP00000010203	ENSRNOT00000010203	ENSRNOG00000007730	Vom2r53
ENSRNOP00000010207	ENSRNOT00000010207	ENSRNOG00000007581	Slc17a8
ENSRNOP00000010208	ENSRNOT00000010208	ENSRNOG00000007770	Foxe3
ENSRNOP00000010210	ENSRNOT00000010210	ENSRNOG00000007665	Cse1l
ENSRNOP00000010211	ENSRNOT00000010211	ENSRNOG00000007551	Inadl
ENSRNOP00000010216	ENSRNOT00000010216	ENSRNOG00000007673	Ppig
ENSRNOP00000010217	ENSRNOT00000010217	ENSRNOG00000040155	Rdh5
ENSRNOP00000010218	ENSRNOT00000010218	ENSRNOG00000007415	Ptgs1
ENSRNOP00000010219	ENSRNOT00000010219	ENSRNOG00000007474	ST7
ENSRNOP00000010223	ENSRNOT00000010223	ENSRNOG00000007662	Zfp800
ENSRNOP00000010224	ENSRNOT00000010224	ENSRNOG00000007628	Ptp4a3
ENSRNOP00000010227	ENSRNOT00000010227	ENSRNOG00000007771	Dbil5
ENSRNOP00000010229	ENSRNOT00000010229	ENSRNOG00000042467	Ttc4
ENSRNOP00000010233	ENSRNOT00000010233	ENSRNOG00000007686	Sept3
ENSRNOP00000010238	ENSRNOT00000010238	ENSRNOG00000007508	Lrtm2
ENSRNOP00000010240	ENSRNOT00000010240	ENSRNOG00000007700	Inhbc
ENSRNOP00000010241	ENSRNOT00000010241	ENSRNOG00000007304	Herc3
ENSRNOP00000010242	ENSRNOT00000010242	ENSRNOG00000007591	Slc45a3
ENSRNOP00000010244	ENSRNOT00000010243	ENSRNOG00000033434	Casp12
ENSRNOP00000010246	ENSRNOT00000010246	ENSRNOG00000007792	Gcc1
ENSRNOP00000010247	ENSRNOT00000010247	ENSRNOG00000007765	Frzb
ENSRNOP00000010249	ENSRNOT00000010249	ENSRNOG00000007803	RGD1565653
ENSRNOP00000010251	ENSRNOT00000010251	ENSRNOG00000007738	Hm13
ENSRNOP00000010252	ENSRNOT00000010252	ENSRNOG00000007739	Rars
ENSRNOP00000010253	ENSRNOT00000010253	ENSRNOG00000007356	Chmp3
ENSRNOP00000010255	ENSRNOT00000010254	ENSRNOG00000007647	Oprk1
ENSRNOP00000010256	ENSRNOT00000010256	ENSRNOG00000007627	Hoxa11
ENSRNOP00000010260	ENSRNOT00000010260	ENSRNOG00000007378	Acox2
ENSRNOP00000010263	ENSRNOT00000010263	ENSRNOG00000007808	Nap1l5
ENSRNOP00000010264	ENSRNOT00000010264	ENSRNOG00000007125	Vps54
ENSRNOP00000010266	ENSRNOT00000010266	ENSRNOG00000007810	Gdf6
ENSRNOP00000010270	ENSRNOT00000010270	ENSRNOG00000007752	Zmynd19
ENSRNOP00000010271	ENSRNOT00000010271	ENSRNOG00000007793	Pnrc1
ENSRNOP00000010277	ENSRNOT00000010277	ENSRNOG00000007797	Rbpjl2
ENSRNOP00000010283	ENSRNOT00000010283	ENSRNOG00000007821	Dyrk2
ENSRNOP00000010288	ENSRNOT00000010288	ENSRNOG00000007799	Fam151a
ENSRNOP00000010289	ENSRNOT00000010289	ENSRNOG00000007830	Apold1
ENSRNOP00000010293	ENSRNOT00000010293	ENSRNOG00000007638	Loxl3
ENSRNOP00000010296	ENSRNOT00000010296	ENSRNOG00000007606	Rnf43
ENSRNOP00000010298	ENSRNOT00000010298	ENSRNOG00000007782	Ghrh
ENSRNOP00000010300	ENSRNOT00000010300	ENSRNOG00000007504	Actr10
ENSRNOP00000010303	ENSRNOT00000010303	ENSRNOG00000007817	Kctd6
ENSRNOP00000010308	ENSRNOT00000010308	ENSRNOG00000007330	Capzb
ENSRNOP00000010312	ENSRNOT00000010312	ENSRNOG00000007811	Klrb1c
ENSRNOP00000010316	ENSRNOT00000010316	ENSRNOG00000007713	Tmcc3
ENSRNOP00000010318	ENSRNOT00000010318	ENSRNOG00000007775	Cmpk1
ENSRNOP00000010321	ENSRNOT00000010320	ENSRNOG00000022999	Ppp2r3a
ENSRNOP00000010325	ENSRNOT00000010325	ENSRNOG00000007600	Igsf1
ENSRNOP00000010330	ENSRNOT00000010330	ENSRNOG00000007694	Unc13c
ENSRNOP00000010332	ENSRNOT00000010332	ENSRNOG00000007849	Zmat5
ENSRNOP00000010333	ENSRNOT00000010333	ENSRNOG00000007657	Col27a1
ENSRNOP00000010338	ENSRNOT00000010338	ENSRNOG00000007822	Vgll4
ENSRNOP00000010341	ENSRNOT00000010341	ENSRNOG00000048611	Olr409
ENSRNOP00000010343	ENSRNOT00000010343	ENSRNOG00000007805	Mybl2
ENSRNOP00000010344	ENSRNOT00000010344	ENSRNOG00000027923	Mynn
ENSRNOP00000010346	ENSRNOT00000010346	ENSRNOG00000007599	Afap1
ENSRNOP00000010347	ENSRNOT00000010347	ENSRNOG00000007727	Lhfpl4
ENSRNOP00000010349	ENSRNOT00000010349	ENSRNOG00000007997	Kmt2c
ENSRNOP00000010350	ENSRNOT00000010350	ENSRNOG00000007314	Slc26a4
ENSRNOP00000010358	ENSRNOT00000010358	ENSRNOG00000007869	Wscd1
ENSRNOP00000010360	ENSRNOT00000010360	ENSRNOG00000007911	Olr411
ENSRNOP00000010361	ENSRNOT00000010361	ENSRNOG00000006738	Fbxo32
ENSRNOP00000010365	ENSRNOT00000010365	ENSRNOG00000002807	Sept9
ENSRNOP00000010366	ENSRNOT00000010366	ENSRNOG00000007172	Map4k3
ENSRNOP00000010367	ENSRNOT00000010367	ENSRNOG00000007682	Gria3
ENSRNOP00000010369	ENSRNOT00000010369	ENSRNOG00000007829	Lactb2
ENSRNOP00000010373	ENSRNOT00000010373	ENSRNOG00000007629	Sf3a3
ENSRNOP00000010375	ENSRNOT00000010375	ENSRNOG00000007804	C1galt1
ENSRNOP00000010377	ENSRNOT00000010377	ENSRNOG00000007707	Zfp467
ENSRNOP00000010380	ENSRNOT00000010380	ENSRNOG00000007784	Bloc1s1
ENSRNOP00000010381	ENSRNOT00000010381	ENSRNOG00000007529	Bmf
ENSRNOP00000010383	ENSRNOT00000010383	ENSRNOG00000007663	RPS6
ENSRNOP00000010385	ENSRNOT00000010385	ENSRNOG00000007699	Golga5
ENSRNOP00000010386	ENSRNOT00000010386	ENSRNOG00000007788	Glod4
ENSRNOP00000010395	ENSRNOT00000010395	ENSRNOG00000007538	Lepre1
ENSRNOP00000010396	ENSRNOT00000010396	ENSRNOG00000007837	Acot11
ENSRNOP00000010397	ENSRNOT00000010397	ENSRNOG00000007874	Tamm41
ENSRNOP00000010399	ENSRNOT00000010399	ENSRNOG00000007769	March2
ENSRNOP00000010406	ENSRNOT00000010406	ENSRNOG00000007906	Bub1b
ENSRNOP00000010409	ENSRNOT00000010409	ENSRNOG00000006331	Elovl5
ENSRNOP00000010410	ENSRNOT00000010410	ENSRNOG00000007858	Stil
ENSRNOP00000010414	ENSRNOT00000010414	ENSRNOG00000007875	Actr6
ENSRNOP00000010416	ENSRNOT00000010415	ENSRNOG00000007778	Alox15b
ENSRNOP00000010418	ENSRNOT00000010418	ENSRNOG00000007827	Cox4i2
ENSRNOP00000010419	ENSRNOT00000010419	ENSRNOG00000007744	Ehd3
ENSRNOP00000010421	ENSRNOT00000010421	ENSRNOG00000007831	Ufl1
ENSRNOP00000010422	ENSRNOT00000010422	ENSRNOG00000007909	Cd69
ENSRNOP00000010423	ENSRNOT00000010423	ENSRNOG00000007853	Prdm10
ENSRNOP00000010425	ENSRNOT00000010425	ENSRNOG00000007899	Mterf
ENSRNOP00000010427	ENSRNOT00000010427	ENSRNOG00000007843	Wnt2
ENSRNOP00000010429	ENSRNOT00000010429	ENSRNOG00000007806	Arf5
ENSRNOP00000010433	ENSRNOT00000010433	ENSRNOG00000007763	Plod1
ENSRNOP00000010437	ENSRNOT00000010437	ENSRNOG00000007930	
ENSRNOP00000010439	ENSRNOT00000010439	ENSRNOG00000007871	Cabp7
ENSRNOP00000010440	ENSRNOT00000010440	ENSRNOG00000007111	Nrd1
ENSRNOP00000010441	ENSRNOT00000010441	ENSRNOG00000007928	Hoxa13
ENSRNOP00000010442	ENSRNOT00000010442	ENSRNOG00000007678	Zfp263
ENSRNOP00000010444	ENSRNOT00000010443	ENSRNOG00000007782	Ghrh
ENSRNOP00000010448	ENSRNOT00000010448	ENSRNOG00000007845	Supt4h1
ENSRNOP00000010450	ENSRNOT00000010450	ENSRNOG00000007954	Olr417
ENSRNOP00000010454	ENSRNOT00000010454	ENSRNOG00000007886	Orm1
ENSRNOP00000010455	ENSRNOT00000010455	ENSRNOG00000012760	Chtop
ENSRNOP00000010462	ENSRNOT00000010462	ENSRNOG00000007111	Nrd1
ENSRNOP00000010463	ENSRNOT00000010464	ENSRNOG00000007671	Smu1
ENSRNOP00000010464	ENSRNOT00000010463	ENSRNOG00000007726	Mcam
ENSRNOP00000010465	ENSRNOT00000010465	ENSRNOG00000007962	Olr419
ENSRNOP00000010466	ENSRNOT00000010466	ENSRNOG00000007439	Unc13d
ENSRNOP00000010467	ENSRNOT00000010467	ENSRNOG00000007133	Plxnb2
ENSRNOP00000010468	ENSRNOT00000010468	ENSRNOG00000007548	Polr3f
ENSRNOP00000010471	ENSRNOT00000010471	ENSRNOG00000007925	Pak6
ENSRNOP00000010473	ENSRNOT00000010473	ENSRNOG00000007965	Olr420
ENSRNOP00000010476	ENSRNOT00000010476	ENSRNOG00000007757	Ppp3cb
ENSRNOP00000010481	ENSRNOT00000010481	ENSRNOG00000007892	Tram1
ENSRNOP00000010482	ENSRNOT00000010482	ENSRNOG00000007882	Ablim2
ENSRNOP00000010484	ENSRNOT00000010484	ENSRNOG00000007896	Klhl38
ENSRNOP00000010487	ENSRNOT00000010487	ENSRNOG00000007888	Fam46b
ENSRNOP00000010489	ENSRNOT00000010489	ENSRNOG00000007979	Phospho2
ENSRNOP00000010491	ENSRNOT00000010491	ENSRNOG00000007686	Sept3
ENSRNOP00000010501	ENSRNOT00000010501	ENSRNOG00000007986	Olr425
ENSRNOP00000010508	ENSRNOT00000010508	ENSRNOG00000007981	Klhl23
ENSRNOP00000010510	ENSRNOT00000010510	ENSRNOG00000007989	Chst1
ENSRNOP00000010512	ENSRNOT00000010512	ENSRNOG00000007901	Tmed10
ENSRNOP00000010515	ENSRNOT00000010516	ENSRNOG00000008005	Akna
ENSRNOP00000010520	ENSRNOT00000010520	ENSRNOG00000008003	Olr434
ENSRNOP00000010521	ENSRNOT00000010521	ENSRNOG00000021441	Reln
ENSRNOP00000010524	ENSRNOT00000010524	ENSRNOG00000007568	Spata6
ENSRNOP00000010527	ENSRNOT00000010527	ENSRNOG00000007823	Hoxb6
ENSRNOP00000010529	ENSRNOT00000010529	ENSRNOG00000007850	Mok
ENSRNOP00000010533	ENSRNOT00000010533	ENSRNOG00000007889	Aipl1
ENSRNOP00000010536	ENSRNOT00000010536	ENSRNOG00000007766	Pqbp1
ENSRNOP00000010537	ENSRNOT00000010537	ENSRNOG00000007636	Cadps2
ENSRNOP00000010539	ENSRNOT00000010539	ENSRNOG00000007999	Abra
ENSRNOP00000010541	ENSRNOT00000010541	ENSRNOG00000007564	Evc
ENSRNOP00000010545	ENSRNOT00000010545	ENSRNOG00000007895	Pdhb
ENSRNOP00000010546	ENSRNOT00000010546	ENSRNOG00000007785	Trmt5
ENSRNOP00000010548	ENSRNOT00000010548	ENSRNOG00000008011	Agbl4
ENSRNOP00000010549	ENSRNOT00000010549	ENSRNOG00000007960	Theg
ENSRNOP00000010551	ENSRNOT00000010551	ENSRNOG00000007735	Pigm
ENSRNOP00000010555	ENSRNOT00000010555	ENSRNOG00000008026	C2cd4c
ENSRNOP00000010556	ENSRNOT00000010556	ENSRNOG00000007990	Adipor2
ENSRNOP00000010558	ENSRNOT00000010558	ENSRNOG00000007968	RGD1305350
ENSRNOP00000010561	ENSRNOT00000010561	ENSRNOG00000008027	Murc
ENSRNOP00000010573	ENSRNOT00000010573	ENSRNOG00000007862	Acat1
ENSRNOP00000010579	ENSRNOT00000010579	ENSRNOG00000007743	Mgst1
ENSRNOP00000010580	ENSRNOT00000010580	ENSRNOG00000007484	Ehf
ENSRNOP00000010583	ENSRNOT00000010583	ENSRNOG00000007932	Gcm1
ENSRNOP00000010586	ENSRNOT00000010586	ENSRNOG00000007923	Cgref1
ENSRNOP00000010588	ENSRNOT00000010588	ENSRNOG00000007660	Fntb
ENSRNOP00000010591	ENSRNOT00000010591	ENSRNOG00000007964	Tp53inp1
ENSRNOP00000010592	ENSRNOT00000010592	ENSRNOG00000007912	Chga
ENSRNOP00000010593	ENSRNOT00000010593	ENSRNOG00000007967	Sdhb
ENSRNOP00000010594	ENSRNOT00000010594	ENSRNOG00000008045	Slamf9
ENSRNOP00000010595	ENSRNOT00000010595	ENSRNOG00000007661	Zw10
ENSRNOP00000010596	ENSRNOT00000010596	ENSRNOG00000007879	Mst4
ENSRNOP00000010598	ENSRNOT00000010598	ENSRNOG00000008035	Cinp
ENSRNOP00000010601	ENSRNOT00000010601	ENSRNOG00000008016	Ckap4
ENSRNOP00000010602	ENSRNOT00000010602	ENSRNOG00000007842	Aup1
ENSRNOP00000010605	ENSRNOT00000010605	ENSRNOG00000007950	EVX1
ENSRNOP00000010606	ENSRNOT00000010606	ENSRNOG00000008038	Wbp2nl
ENSRNOP00000010607	ENSRNOT00000010607	ENSRNOG00000007476	Clmp
ENSRNOP00000010609	ENSRNOT00000010609	ENSRNOG00000007934	Elfn2
ENSRNOP00000010610	ENSRNOT00000010610	ENSRNOG00000008056	Ankrd9
ENSRNOP00000010612	ENSRNOT00000010612	ENSRNOG00000007956	Styx
ENSRNOP00000010613	ENSRNOT00000010613	ENSRNOG00000007951	Galnt14
ENSRNOP00000010614	ENSRNOT00000010614	ENSRNOG00000007867	Rngtt
ENSRNOP00000010619	ENSRNOT00000010619	ENSRNOG00000007883	Timm10
ENSRNOP00000010620	ENSRNOT00000010620	ENSRNOG00000007687	Sema7a
ENSRNOP00000010621	ENSRNOT00000010621	ENSRNOG00000007753	Plaa
ENSRNOP00000010626	ENSRNOT00000010626	ENSRNOG00000050638	
ENSRNOP00000010627	ENSRNOT00000010627	ENSRNOG00000007467	Ace3
ENSRNOP00000010628	ENSRNOT00000010628	ENSRNOG00000008025	Bend5
ENSRNOP00000010630	ENSRNOT00000010630	ENSRNOG00000001516	Rapgef4
ENSRNOP00000010631	ENSRNOT00000010631	ENSRNOG00000007884	Bcap29
ENSRNOP00000010632	ENSRNOT00000010632	ENSRNOG00000007691	Osbpl2
ENSRNOP00000010633	ENSRNOT00000010633	ENSRNOG00000007781	Stau1
ENSRNOP00000010634	ENSRNOT00000010634	ENSRNOG00000007865	Ephb1
ENSRNOP00000010636	ENSRNOT00000010636	ENSRNOG00000008061	Nuak1
ENSRNOP00000010637	ENSRNOT00000010637	ENSRNOG00000007939	Naprt1
ENSRNOP00000010638	ENSRNOT00000010638	ENSRNOG00000007443	Jag1
ENSRNOP00000010639	ENSRNOT00000010639	ENSRNOG00000008050	Stac3
ENSRNOP00000010640	ENSRNOT00000010641	ENSRNOG00000036934	Abhd12
ENSRNOP00000010645	ENSRNOT00000010645	ENSRNOG00000008001	Rab3b
ENSRNOP00000010648	ENSRNOT00000010648	ENSRNOG00000007503	Adam17
ENSRNOP00000010656	ENSRNOT00000010656	ENSRNOG00000008051	Itpk1
ENSRNOP00000010658	ENSRNOT00000010658	ENSRNOG00000008020	Pax4
ENSRNOP00000010660	ENSRNOT00000010660	ENSRNOG00000008057	Krt7
ENSRNOP00000010669	ENSRNOT00000010669	ENSRNOG00000007961	Klre1
ENSRNOP00000010672	ENSRNOT00000010672	ENSRNOG00000008101	Tmem251
ENSRNOP00000010673	ENSRNOT00000010673	ENSRNOG00000008098	Lrrc4
ENSRNOP00000010674	ENSRNOT00000010674	ENSRNOG00000007213	Yars
ENSRNOP00000010675	ENSRNOT00000010675	ENSRNOG00000007701	Thoc7
ENSRNOP00000010676	ENSRNOT00000010676	ENSRNOG00000008067	Rcor1
ENSRNOP00000010678	ENSRNOT00000010678	ENSRNOG00000007972	RBBP9
ENSRNOP00000010679	ENSRNOT00000010679	ENSRNOG00000007542	Scg5
ENSRNOP00000010680	ENSRNOT00000010680	ENSRNOG00000007706	Prkaa2
ENSRNOP00000010682	ENSRNOT00000010682	ENSRNOG00000008100	Rgs20
ENSRNOP00000010683	ENSRNOT00000010683	ENSRNOG00000007012	Ly75
ENSRNOP00000010688	ENSRNOT00000010688	ENSRNOG00000008113	RGD1561149
ENSRNOP00000010689	ENSRNOT00000010689	ENSRNOG00000008048	Plscr1
ENSRNOP00000010690	ENSRNOT00000010690	ENSRNOG00000007948	Nf2
ENSRNOP00000010691	ENSRNOT00000010691	ENSRNOG00000022615	Tp53i13
ENSRNOP00000010696	ENSRNOT00000010696	ENSRNOG00000008055	Ccne2
ENSRNOP00000010700	ENSRNOT00000010700	ENSRNOG00000008090	Txndc12
ENSRNOP00000010701	ENSRNOT00000010701	ENSRNOG00000007584	Ehd4
ENSRNOP00000010707	ENSRNOT00000010707	ENSRNOG00000008125	Igbp1b
ENSRNOP00000010712	ENSRNOT00000010712	ENSRNOG00000008015	Fos
ENSRNOP00000010714	ENSRNOT00000010714	ENSRNOG00000008030	Shc2
ENSRNOP00000010717	ENSRNOT00000010717	ENSRNOG00000007764	Frmd4b
ENSRNOP00000010720	ENSRNOT00000010720	ENSRNOG00000007834	Cand1
ENSRNOP00000010723	ENSRNOT00000010723	ENSRNOG00000007881	Mtmr14
ENSRNOP00000010724	ENSRNOT00000010724	ENSRNOG00000008010	Hoxb5
ENSRNOP00000010728	ENSRNOT00000010728	ENSRNOG00000008130	Rergl
ENSRNOP00000010729	ENSRNOT00000010729	ENSRNOG00000008111	Il5
ENSRNOP00000010730	ENSRNOT00000010730	ENSRNOG00000008118	Sync
ENSRNOP00000010738	ENSRNOT00000010739	ENSRNOG00000008108	Ubr7
ENSRNOP00000010739	ENSRNOT00000010738	ENSRNOG00000008095	Onecut1
ENSRNOP00000010743	ENSRNOT00000010743	ENSRNOG00000008138	4931429I11Rik
ENSRNOP00000010744	ENSRNOT00000010744	ENSRNOG00000008097	Wap
ENSRNOP00000010746	ENSRNOT00000010746	ENSRNOG00000008031	Cacna2d4
ENSRNOP00000010748	ENSRNOT00000010748	ENSRNOG00000007955	Timp4
ENSRNOP00000010753	ENSRNOT00000010753	ENSRNOG00000007851	Psma3
ENSRNOP00000010754	ENSRNOT00000010754	ENSRNOG00000008019	Oxr1
ENSRNOP00000010755	ENSRNOT00000010755	ENSRNOG00000007957	Bzrap1
ENSRNOP00000010759	ENSRNOT00000010759	ENSRNOG00000008140	Rpl15
ENSRNOP00000010760	ENSRNOT00000010760	ENSRNOG00000007927	Mettl7b
ENSRNOP00000010762	ENSRNOT00000010762	ENSRNOG00000007946	Bcl2l1
ENSRNOP00000010763	ENSRNOT00000010763	ENSRNOG00000008024	Pxk
ENSRNOP00000010765	ENSRNOT00000010765	ENSRNOG00000008151	Plscr4
ENSRNOP00000010778	ENSRNOT00000010779	ENSRNOG00000008141	Nppb
ENSRNOP00000010779	ENSRNOT00000010778	ENSRNOG00000007988	Timm22
ENSRNOP00000010783	ENSRNOT00000010783	ENSRNOG00000008156	Tgs1
ENSRNOP00000010784	ENSRNOT00000010784	ENSRNOG00000007993	Sh3tc1
ENSRNOP00000010786	ENSRNOT00000010786	ENSRNOG00000007710	Usp20
ENSRNOP00000010788	ENSRNOT00000010788	ENSRNOG00000008121	Slc13a1
ENSRNOP00000010789	ENSRNOT00000010789	ENSRNOG00000008124	RGD1310592
ENSRNOP00000010790	ENSRNOT00000010790	ENSRNOG00000007931	Gucy2d
ENSRNOP00000010792	ENSRNOT00000010792	ENSRNOG00000008153	Crtam
ENSRNOP00000010795	ENSRNOT00000010795	ENSRNOG00000008059	Rnf17
ENSRNOP00000010796	ENSRNOT00000010796	ENSRNOG00000007918	Tbxas1
ENSRNOP00000010798	ENSRNOT00000010799	ENSRNOG00000008193	Cr1l
ENSRNOP00000010801	ENSRNOT00000010801	ENSRNOG00000007560	Zfp706
ENSRNOP00000010806	ENSRNOT00000010806	ENSRNOG00000008081	Ddx27
ENSRNOP00000010810	ENSRNOT00000010810	ENSRNOG00000007944	Edem1
ENSRNOP00000010811	ENSRNOT00000010811	ENSRNOG00000007393	Ndrg1
ENSRNOP00000010814	ENSRNOT00000010814	ENSRNOG00000008107	Clec1b
ENSRNOP00000010816	ENSRNOT00000010816	ENSRNOG00000008078	Kcnh6
ENSRNOP00000010824	ENSRNOT00000010824	ENSRNOG00000046256	Ralgapa1
ENSRNOP00000010826	ENSRNOT00000010826	ENSRNOG00000007971	Wbp2
ENSRNOP00000010827	ENSRNOT00000010827	ENSRNOG00000008169	SLC24A2
ENSRNOP00000010831	ENSRNOT00000010831	ENSRNOG00000008074	Cyp11a1
ENSRNOP00000010832	ENSRNOT00000010832	ENSRNOG00000008199	Odf3l2
ENSRNOP00000010835	ENSRNOT00000010835	ENSRNOG00000008088	Btbd3
ENSRNOP00000010836	ENSRNOT00000010836	ENSRNOG00000049751	Arid4b
ENSRNOP00000010845	ENSRNOT00000010845	ENSRNOG00000007456	Calb1
ENSRNOP00000010846	ENSRNOT00000010846	ENSRNOG00000008184	Esrp1
ENSRNOP00000010850	ENSRNOT00000010850	ENSRNOG00000008223	Cnr1
ENSRNOP00000010851	ENSRNOT00000010851	ENSRNOG00000008165	Tpx2
ENSRNOP00000010852	ENSRNOT00000010852	ENSRNOG00000008182	Htra3
ENSRNOP00000010853	ENSRNOT00000010853	ENSRNOG00000008218	Atp6v0e2
ENSRNOP00000010856	ENSRNOT00000010856	ENSRNOG00000008019	Oxr1
ENSRNOP00000010858	ENSRNOT00000010858	ENSRNOG00000008019	Oxr1
ENSRNOP00000010864	ENSRNOT00000010864	ENSRNOG00000008234	Lrrc61
ENSRNOP00000010866	ENSRNOT00000010866	ENSRNOG00000008154	Ramp3
ENSRNOP00000010869	ENSRNOT00000010869	ENSRNOG00000008022	Apaf1
ENSRNOP00000010871	ENSRNOT00000010871	ENSRNOG00000008222	TIMM9
ENSRNOP00000010872	ENSRNOT00000010872	ENSRNOG00000008114	
ENSRNOP00000010873	ENSRNOT00000010873	ENSRNOG00000008187	Ubash3b
ENSRNOP00000010874	ENSRNOT00000010874	ENSRNOG00000007966	B4galt1
ENSRNOP00000010880	ENSRNOT00000010881	ENSRNOG00000008242	RGD1305207
ENSRNOP00000010884	ENSRNOT00000010884	ENSRNOG00000008052	Atp13a2
ENSRNOP00000010885	ENSRNOT00000010885	ENSRNOG00000049397	
ENSRNOP00000010887	ENSRNOT00000010887	ENSRNOG00000008215	Trim47
ENSRNOP00000010891	ENSRNOT00000010891	ENSRNOG00000008245	Ptgis
ENSRNOP00000010893	ENSRNOT00000010893	ENSRNOG00000022323	Tcea1
ENSRNOP00000010895	ENSRNOT00000010895	ENSRNOG00000007519	Tmem43
ENSRNOP00000010898	ENSRNOT00000010898	ENSRNOG00000007947	Fam13a
ENSRNOP00000010906	ENSRNOT00000010906	ENSRNOG00000008145	Traf3
ENSRNOP00000010909	ENSRNOT00000010909	ENSRNOG00000008232	Spaca1
ENSRNOP00000010910	ENSRNOT00000010910	ENSRNOG00000034164	Cr2
ENSRNOP00000010913	ENSRNOT00000010914	ENSRNOG00000008247	Ikbip
ENSRNOP00000010916	ENSRNOT00000010916	ENSRNOG00000008004	Asz1
ENSRNOP00000010923	ENSRNOT00000010923	ENSRNOG00000008046	Tmem30b
ENSRNOP00000010924	ENSRNOT00000010924	ENSRNOG00000008264	Fndc8
ENSRNOP00000010926	ENSRNOT00000010926	ENSRNOG00000008086	Dpf3
ENSRNOP00000010927	ENSRNOT00000010927	ENSRNOG00000007907	Tmem178a
ENSRNOP00000010929	ENSRNOT00000010929	ENSRNOG00000008247	Ikbip
ENSRNOP00000010930	ENSRNOT00000010930	ENSRNOG00000008054	Igsf9
